bodyparts,nose,nose
coords,x,y
2430,736.472900390625,122.03500366210900
2431,727.9700927734380,123.67494201660200
2432,727.1194458007810,128.75611877441400
2433,739.6968994140630,250.2004852294920
2434,739.7069702148440,251.92771911621100
2435,736.1114501953130,256.90777587890600
2436,705.6681518554690,183.96609497070300
2437,754.6390380859380,283.5007019042970
2438,728.5386962890630,187.00914001464800
2439,733.6551513671880,208.86825561523400
2440,738.265380859375,228.60618591308600
2441,735.8142700195310,253.0315399169920
2442,729.6155395507810,273.3419494628910
2443,720.1880493164060,284.03643798828100
2444,717.5917358398440,296.54400634765600
2445,716.8883666992190,306.64654541015600
2446,717.0192260742190,312.8602600097660
2447,715.700439453125,312.21429443359400
2448,715.5896606445310,318.7612609863280
2449,710.7538452148440,308.24615478515600
2450,704.8948364257810,298.3585510253910
2451,701.1156005859380,294.6783447265630
2452,692.5093383789060,286.3692321777340
2453,673.1649169921880,326.5837707519530
2454,677.5100708007810,353.5215759277340
2455,672.341064453125,356.3824462890630
2456,666.7859497070310,360.8599548339840
2457,664.6207885742190,363.8904113769530
2458,661.9264526367190,399.524169921875
2459,644.0202026367190,397.02801513671900
2460,631.4539184570310,394.44195556640600
2461,623.03369140625,394.0673828125
2462,612.8341064453130,396.9239196777340
2463,607.249755859375,403.7726135253910
2464,603.9794921875,410.44891357421900
2465,609.9248046875,427.1297302246090
2466,608.4163818359380,433.9681091308590
2467,606.8741455078130,440.5216064453130
2468,605.2859497070310,444.6531066894530
2469,604.3755493164060,451.7127990722660
2470,599.1033325195310,457.00897216796900
2471,592.2817993164060,468.4718933105470
2472,583.1976318359380,471.1090393066410
2473,573.0308837890630,478.39044189453100
2474,569.8887329101560,487.27630615234400
2475,558.3040771484380,490.9594421386720
2476,544.942138671875,493.72998046875
2477,546.6278076171880,506.5480041503910
2478,546.983154296875,510.9917297363280
2479,535.0446166992190,499.5059814453130
2480,530.6868286132810,499.53466796875
2481,522.0510864257810,501.4477233886720
2482,515.5391235351560,506.4761047363280
2483,504.49725341796900,505.5818786621090
2484,490.4332275390630,521.531005859375
2485,487.3609313964840,527.0850830078130
2486,481.6771240234380,528.7907104492190
2487,481.9456787109380,532.6673583984380
2488,488.3118896484380,540.604736328125
2489,488.940185546875,543.2620849609380
2490,479.45989990234400,529.8064575195310
2491,475.5539245605470,525.3599853515630
2492,482.6546325683590,517.2918090820310
2493,486.2465515136720,517.7169799804690
2494,484.76641845703100,513.3900756835940
2495,534.4849243164060,529.0040893554690
2496,541.7471313476560,526.8619995117190
2497,540.7985229492190,526.568115234375
2498,541.2278442382810,525.93310546875
2499,541.4557495117190,526.28759765625
2500,543.2382202148440,526.4453125
2501,540.83984375,525.439697265625
2502,495.70465087890600,489.90484619140600
2503,494.662109375,489.6863098144530
2504,492.44598388671900,491.11053466796900
2505,495.88165283203100,489.09124755859400
2506,498.73773193359400,486.30010986328100
2507,500.9573669433590,487.21380615234400
2508,502.8686828613280,486.0807189941410
2509,510.46258544921900,493.71075439453100
2510,498.801513671875,493.2029724121090
2511,510.70330810546900,533.991943359375
2512,495.5162048339840,542.513916015625
2513,483.155029296875,552.7972412109380
2514,473.3885192871090,563.3568725585940
2515,465.82879638671900,572.6136474609380
2516,458.2816467285160,578.353271484375
2517,451.25347900390600,584.8712158203130
2518,436.4175109863280,585.9899291992190
2519,424.0243835449220,578.6842041015630
2520,395.198486328125,562.1069946289060
2521,376.2001037597660,563.9116821289060
2522,365.158203125,564.1619262695310
2523,353.8638916015630,567.5357055664060
2524,344.9466247558590,570.9879150390630
2525,343.3188171386720,576.3633422851560
2526,348.72271728515600,583.1509399414060
2527,346.3502197265630,585.9486694335940
2528,347.7532653808590,592.056640625
2529,357.80963134765600,597.35400390625
2530,368.2641296386720,602.09423828125
2531,371.0402526855470,604.6649780273440
2532,370.396484375,605.6399536132810
2533,371.2705993652340,605.9993896484380
2534,375.9296875,606.1488647460940
2535,374.6314697265630,606.2161254882810
2536,373.2582092285160,615.8184814453130
2537,392.2889404296880,641.2889404296880
2538,402.0324401855470,650.7765502929690
2539,390.0449523925780,668.9967041015630
2540,392.0118408203130,677.1245727539060
2541,390.69403076171900,679.565185546875
2542,392.33984375,697.2207641601560
2543,387.623779296875,719.4735717773440
2544,385.5328369140630,723.1111450195310
2545,388.0167541503910,729.5953979492190
2546,392.2771301269530,753.1913452148440
2547,403.1103210449220,766.5548706054690
2548,404.50579833984400,786.6199340820310
2549,399.2084655761720,805.6690063476560
2550,401.0052185058590,826.5211181640630
2551,398.5929260253910,843.3634643554690
2552,400.54833984375,855.4296264648440
2553,403.8396911621090,863.5033569335940
2554,401.8387145996090,868.7306518554690
2555,409.16497802734400,871.1904907226560
2556,420.4097595214840,876.7764282226560
2557,421.7720947265630,883.0198364257810
2558,422.850341796875,884.82373046875
2559,419.3612976074220,887.7794189453130
2560,410.58074951171900,896.5589599609380
2561,406.13299560546900,898.8059692382810
2562,393.9961242675780,904.4769897460940
2563,391.0538024902340,911.4699096679690
2564,384.22650146484400,917.1388549804690
2565,376.7471618652340,928.2766723632810
2566,368.8505859375,936.9724731445310
2567,356.15771484375,942.7144775390630
2568,345.72418212890600,945.0506591796880
2569,337.1542663574220,950.4793701171880
2570,319.3960876464840,952.8799438476560
2571,309.6277160644530,963.1934814453130
2572,309.913330078125,971.184326171875
2573,309.3885498046880,978.571533203125
2574,309.7986755371090,982.7644653320310
2575,320.9009704589840,983.43603515625
2576,328.3371887207030,983.1497802734380
2577,340.1034240722660,980.534423828125
2578,348.8138427734380,982.105712890625
2579,361.7764587402340,981.5988159179690
2580,367.4835205078130,978.3138427734380
2581,369.50994873046900,974.8526000976560
2582,374.46710205078100,965.1554565429690
2583,372.23968505859400,964.9674682617190
2584,360.8591613769530,960.3280639648440
2585,312.52496337890600,927.1846923828130
2586,352.0994873046880,969.0551147460940
2587,344.8015441894530,976.5238647460940
2588,341.682373046875,981.0497436523440
2589,340.557861328125,986.3104858398440
2590,340.6900634765630,992.796875
2591,340.08856201171900,996.8362426757810
2592,334.6170654296880,994.9710083007810
2593,325.4950256347660,993.1525268554690
2594,320.4364013671880,993.2285766601560
2595,313.017333984375,989.3117065429690
2596,414.19970703125,891.4338989257810
2597,309.86798095703100,996.1260986328130
2598,303.13446044921900,996.822509765625
2599,409.39886474609400,897.899658203125
2600,299.66796875,998.3873901367190
2601,302.2366943359380,1000.6168212890600
2602,306.5863037109380,1000.267578125
2603,310.33514404296900,1002.5763549804700
2604,312.88916015625,1002.0364379882800
2605,308.9138488769530,993.282958984375
2606,306.8872375488280,854.1091918945310
2607,295.5242614746090,974.8207397460940
2608,293.6695861816410,980.8976440429690
2609,341.45831298828100,957.2037353515630
2610,288.5126647949220,977.9782104492190
2611,293.113525390625,973.8848266601560
2612,330.691162109375,941.4891967773440
2613,563.9615478515630,504.6450500488280
2614,413.1036376953130,855.8519287109380
2615,382.2357177734380,901.1663208007810
2616,274.6637268066410,903.8369140625
2617,292.1617126464840,891.7290649414060
2618,235.59693908691400,824.9375
2619,332.9540710449220,719.8950805664060
2620,293.4115295410160,886.75830078125
2621,312.7228088378910,744.8467407226560
2622,306.8661804199220,752.5604248046880
2623,218.2415008544920,864.4397583007810
2624,308.3805847167970,754.3124389648440
2625,309.99420166015600,755.0238037109380
2626,310.8271789550780,753.8818359375
2627,314.8197021484380,754.4423217773440
2628,212.0805206298830,873.7332763671880
2629,346.7523498535160,876.7223510742190
2630,355.8174743652340,868.9013671875
2631,363.5588073730470,867.1094360351560
2632,242.6422576904300,916.7963256835940
2633,249.2720489501950,925.9927368164060
2634,248.55596923828100,928.3250122070310
2635,248.2436981201170,935.168212890625
2636,243.54205322265600,939.3087158203130
2637,246.45521545410200,940.4174194335940
2638,248.0865020751950,948.64208984375
2639,246.5882110595700,955.8899536132810
2640,254.2757568359380,960.4185180664060
2641,252.619140625,967.9024047851560
2642,255.1380615234380,971.876220703125
2643,250.50318908691400,982.2107543945310
2644,247.66139221191400,987.9880981445310
2645,243.75604248046900,989.0570678710940
2646,239.20985412597700,988.6858520507810
2647,226.6099853515630,989.01708984375
2648,215.656494140625,990.1137084960940
2649,205.4168243408200,989.7473754882810
2650,195.86468505859400,985.6546020507810
2651,192.77268981933600,990.9039916992190
2652,192.58958435058600,990.5140380859380
2653,196.04025268554700,996.3072509765630
2654,197.47314453125,999.3731079101560
2655,196.65579223632800,999.7413330078130
2656,198.9534149169920,997.7819213867190
2657,340.7437438964840,922.624755859375
2658,341.51141357421900,922.5594482421880
2659,212.666015625,996.5260620117190
2660,229.85101318359400,992.3943481445310
2661,213.73387145996100,992.763916015625
2662,215.9785614013670,991.2546997070310
2663,347.3501281738280,914.8035888671880
2664,225.1802520751950,983.0743408203130
2665,231.6288604736330,981.1398315429690
2666,240.353759765625,971.9679565429690
2667,257.5587158203130,953.9668579101560
2668,275.812255859375,935.7027587890630
2669,303.58941650390600,925.5272216796880
2670,323.3632507324220,911.9889526367190
2671,357.0771789550780,900.2064208984380
2672,377.2008361816410,889.6963500976560
2673,392.7838134765630,879.1589965820310
2674,400.6739807128910,874.6447143554690
2675,419.4580078125,871.6557006835940
2676,433.2430419921880,878.9337768554690
2677,442.8810729980470,886.6572265625
2678,446.778564453125,887.2195434570310
2679,453.2619934082030,887.3165283203130
2680,460.94183349609400,887.1895751953130
2681,466.7236633300780,886.4138793945310
2682,471.3094177246090,878.3654174804690
2683,488.18060302734400,666.8492431640630
2684,487.51580810546900,666.3814697265630
2685,486.3057556152340,665.964599609375
2686,486.9009704589840,666.23388671875
2687,487.1489562988280,666.5087890625
2688,486.0489807128910,665.8211059570310
2689,486.8966979980470,665.851806640625
2690,481.5701599121090,874.7816772460940
2691,481.69036865234400,877.7156372070310
2692,481.8173828125,878.2166748046880
2693,481.7017517089840,878.8673095703130
2694,480.95233154296900,878.5185546875
2695,482.65771484375,875.8740844726560
2696,481.4737854003910,876.51806640625
2697,481.6788330078130,877.1296997070310
2698,480.6716613769530,876.903564453125
2699,481.46319580078100,874.2317504882810
2700,483.49114990234400,874.614013671875
2701,483.3047790527340,874.8317260742190
2702,483.0057678222660,875.5338134765630
2703,482.2839050292970,874.9578247070310
2704,484.0577697753910,855.5079956054690
2705,508.39752197265600,844.9048461914060
2706,525.8257446289060,845.9061889648440
2707,539.7720336914060,844.246337890625
2708,545.2481689453130,849.1220703125
2709,548.687255859375,847.7437744140630
2710,558.3302001953130,833.2557983398440
2711,557.5810546875,808.8682861328130
2712,556.2645874023440,806.1312255859380
2713,553.7169799804690,804.7107543945310
2714,557.1364135742190,804.4215698242190
2715,553.4022216796880,804.4649658203130
2716,551.0730590820310,804.3971557617190
2717,552.1167602539060,806.0556030273440
2718,553.9985961914060,807.1632080078130
2719,556.4885864257810,808.3578491210940
2720,554.0261840820310,808.373046875
2721,551.0372924804690,804.9369506835940
2722,545.0491333007810,804.5432739257810
2723,543.20703125,804.3289184570310
2724,540.28173828125,804.1034545898440
2725,538.1763916015630,805.501953125
2726,537.6135864257810,803.8140869140630
2727,536.440185546875,804.0902709960940
2728,534.975830078125,804.7869262695310
2729,522.4785766601560,810.0145263671880
2730,516.9088134765630,811.5075073242190
2731,516.0294799804690,810.5121459960940
2732,509.9761047363280,811.46240234375
2733,501.920166015625,812.45556640625
2734,498.81939697265600,812.4472045898440
2735,501.65625,813.5393676757810
2736,511.8240661621090,807.8411865234380
2737,528.0033569335940,800.5068969726560
2738,542.5618896484380,787.5022583007810
2739,552.02978515625,776.7424926757810
2740,561.767333984375,765.1547241210940
2741,570.2080688476560,760.3125610351560
2742,581.4465942382810,759.3125
2743,592.221923828125,753.911865234375
2744,606.8616333007810,752.4933471679690
2745,616.8397216796880,754.6231689453130
2746,625.3640747070310,759.9757080078130
2747,638.4871215820310,763.865966796875
2748,645.2744140625,763.8992919921880
2749,656.4443969726560,761.5575561523440
2750,670.021728515625,753.9450073242190
2751,678.6455078125,749.5067138671880
2752,684.3070068359380,742.5618286132810
2753,691.62646484375,746.8698120117190
2754,701.8892211914060,739.8277587890630
2755,709.8626098632810,746.44580078125
2756,718.6576538085940,743.8856201171880
2757,727.612060546875,746.68115234375
2758,738.8750610351560,748.5354614257810
2759,751.7688598632810,750.396484375
2760,762.86474609375,751.5108032226560
2761,776.4671630859380,752.1261596679690
2762,789.9318237304690,752.511962890625
2763,800.25634765625,750.5482177734380
2764,810.734375,752.0008544921880
2765,818.9873046875,750.3881225585940
2766,823.0986938476560,745.3258056640630
2767,830.1524658203130,735.9130249023440
2768,845.4879150390630,745.1461181640630
2769,852.0067749023440,745.8930053710940
2770,859.2133178710940,748.9930419921880
2771,867.694580078125,749.0806274414060
2772,872.4833374023440,746.39453125
2773,877.1497192382810,740.54833984375
2774,884.5921020507810,738.0746459960940
2775,894.173828125,740.04296875
2776,898.3912353515630,748.1527099609380
2777,901.140380859375,748.0947265625
2778,908.6944580078130,750.0787963867190
2779,918.7896118164060,747.9381713867190
2780,928.03271484375,752.5542602539060
2781,933.6558837890630,754.0926513671880
2782,936.86328125,757.5723876953130
2783,943.7852783203130,763.624267578125
2784,954.6129760742190,766.4117431640630
2785,982.18994140625,764.6685791015630
2786,983.2044677734380,769.904296875
2787,981.5447387695310,768.2217407226560
2788,980.8681030273440,767.5103149414060
2789,981.2537841796880,765.6800537109380
2790,980.21875,765.6432495117190
2791,979.5719604492190,767.0574951171880
2792,978.7989501953130,768.0278930664060
2793,975.2703247070310,768.709716796875
2794,977.2536010742190,768.0698852539060
2795,978.0314331054690,769.1273803710940
2796,722.1301879882810,677.4232177734380
2797,946.0747680664060,798.5950927734380
2798,721.5869140625,677.6984252929690
2799,722.4364624023440,678.4843139648440
2800,724.4046630859380,681.9126586914060
2801,985.2736206054690,802.7379150390630
2802,985.4877319335940,802.8909301757810
2803,982.4545288085940,805.5703125
2804,980.9432373046880,808.1123046875
2805,940.422119140625,772.5399169921880
2806,895.8646240234380,830.7862548828130
2807,947.9845581054690,771.7379150390630
2808,947.659423828125,772.0516967773440
2809,947.748779296875,771.584228515625
2810,947.0864868164060,771.5333862304690
2811,946.5740966796880,771.5424194335940
2812,947.2271728515630,771.7389526367190
2813,947.4415893554690,771.0962524414060
2814,947.6630249023440,770.6552124023440
2815,947.0436401367190,770.5626220703130
2816,978.5455322265630,811.587646484375
2817,976.982666015625,815.1812744140630
2818,978.1148071289060,812.2008666992190
2819,978.2247924804690,811.8214721679690
2820,889.462890625,821.4601440429690
2821,732.4094848632810,682.1748046875
2822,954.3104858398440,789.565185546875
2823,971.2562255859380,788.091552734375
2824,981.0645141601560,781.7852783203130
2825,984.7892456054690,783.1445922851560
2826,989.3174438476560,784.1287231445310
2827,992.1151123046880,785.1396484375
2828,994.2220458984380,786.2481689453130
2829,993.502197265625,786.1466064453130
2830,992.7451171875,788.5486450195310
2831,994.3143310546880,789.0192260742190
2832,992.4378662109380,786.0747680664060
2833,991.47900390625,772.34765625
2834,991.58740234375,761.8388061523440
2835,993.3713989257810,760.1314086914060
2836,987.7943115234380,763.1947021484380
2837,991.6050415039060,764.153564453125
2838,990.9725952148440,768.2098388671880
2839,990.5023193359380,768.9850463867190
2840,990.3899536132810,769.8372192382810
2841,985.6792602539060,758.2192993164060
2842,985.0045166015630,750.8123168945310
2843,983.7235107421880,745.94580078125
2844,977.0404663085940,746.5205078125
2845,979.06396484375,741.3495483398440
2846,981.5530395507810,739.559814453125
2847,983.6366577148440,748.1527099609380
2848,986.8936767578130,755.9482421875
2849,988.6885375976560,764.7606811523440
2850,983.9459838867190,769.1340942382810
2851,995.0758056640630,762.1868286132810
2852,984.6676635742190,767.69873046875
2853,990.7609252929690,765.1732177734380
2854,987.8379516601560,762.9873657226560
2855,984.5885009765630,753.8926391601560
2856,983.7686157226560,745.7696533203130
2857,985.8361206054690,739.5477905273440
2858,988.1875610351560,735.8519287109380
2859,990.3831787109380,733.3327026367190
2860,991.9276123046880,726.3070068359380
2861,993.24560546875,726.1939086914060
2862,992.9738159179690,730.7994384765630
2863,996.4925537109380,725.5394897460940
2864,1000.5878295898400,722.435302734375
2865,1010.6154174804700,715.08203125
2866,1010.765380859380,720.8423461914060
2867,1014.47509765625,724.367431640625
2868,948.0528564453130,782.5420532226560
2869,948.637451171875,786.4995727539060
2870,955.9290771484380,782.7120361328130
2871,1045.3021240234400,714.5861206054690
2872,1059.4932861328100,723.6162109375
2873,948.7877807617190,687.3600463867190
2874,948.0386352539060,690.9537353515630
2875,1043.8994140625,803.08203125
2876,956.386474609375,705.3636474609380
2877,963.9976196289060,706.5513305664060
2878,1100.0791015625,753.1476440429690
2879,1103.19384765625,753.1848754882810
2880,969.3072509765630,709.0554809570310
2881,975.4201049804690,847.2658081054690
2882,972.5073852539060,850.0794677734380
2883,965.089599609375,850.2954711914060
2884,992.6263427734380,825.1360473632810
2885,991.646240234375,822.0059814453130
2886,964.6500244140630,705.325927734375
2887,965.1436157226560,706.8040161132810
2888,980.7689819335940,829.2243041992190
2889,953.9016723632810,707.9951171875
2890,951.618408203125,681.9083862304690
2891,1048.8818359375,756.3948364257810
2892,1015.426025390630,772.3723754882810
2893,991.0675048828130,802.5054321289060
2894,844.361572265625,814.7275390625
2895,907.8342895507810,716.2803344726560
2896,908.6167602539060,744.4381103515630
2897,880.515625,885.3654174804690
2898,872.3225708007810,898.4461059570310
2899,866.7133178710940,910.4994506835940
2900,858.2884521484380,916.2158203125
2901,854.3182983398440,916.3577880859380
2902,838.273193359375,917.1743774414060
2903,817.0343017578130,917.572509765625
2904,796.3451538085940,914.102294921875
2905,784.5570068359380,906.8287963867190
2906,779.6361694335940,911.5712890625
2907,777.2816772460940,914.85205078125
2908,769.212890625,914.8809204101560
2909,756.599609375,913.9286499023440
2910,757.552734375,907.2258911132810
2911,762.3931274414060,904.3827514648440
2912,774.7164306640630,904.2913208007810
2913,777.4171142578130,909.040283203125
2914,782.8587036132810,909.953125
2915,789.855224609375,912.3662109375
2916,789.975830078125,917.259765625
2917,789.7407836914060,917.344482421875
2918,791.14404296875,912.2236938476560
2919,788.596435546875,904.75439453125
2920,786.28515625,908.1175537109380
2921,786.3028564453130,907.9017333984380
2922,787.2496948242190,909.1141967773440
2923,787.4692993164060,911.0562744140630
2924,788.5818481445310,912.32568359375
2925,789.0835571289060,914.3582153320310
2926,790.3896484375,917.1143188476560
2927,790.7907104492190,917.4163208007810
2928,790.9361572265630,917.4386596679690
2929,790.1883544921880,916.0752563476560
2930,789.4429321289060,916.127197265625
2931,790.7452392578130,918.3795776367190
2932,791.53564453125,918.6316528320310
2933,791.4993286132810,920.1612548828130
2934,792.7236938476560,921.3875732421880
2935,792.5255737304690,920.6858520507810
2936,792.3448486328130,921.0982055664060
2937,793.1152954101560,920.947265625
2938,795.31298828125,918.9140625
2939,793.7546997070310,921.1001586914060
2940,796.5452880859380,923.6472778320310
2941,796.0467529296880,926.0255737304690
2942,795.1407470703130,926.0587158203130
2943,793.7659301757810,921.4979858398440
2944,793.5549926757810,921.7503051757810
2945,793.0638427734380,921.0404052734380
2946,791.95947265625,918.712646484375
2947,792.3541259765630,920.3923950195310
2948,792.800048828125,920.8638916015630
2949,793.0574951171880,921.041015625
2950,792.9638671875,920.9760131835940
2951,791.3776245117190,919.9635009765630
2952,791.1328125,919.8125610351560
2953,791.228515625,919.9375610351560
2954,790.1468505859380,917.6970825195310
2955,789.811279296875,917.6873779296880
2956,789.97607421875,918.0756225585940
2957,790.0078125,915.6807861328130
2958,801.9850463867190,900.3336791992190
2959,803.16015625,895.3671264648440
2960,796.2496948242190,898.3005981445310
2961,791.9064331054690,898.7801513671880
2962,791.2090454101560,898.6685180664060
2963,790.0823974609380,899.3983154296880
2964,790.794921875,898.2745971679690
2965,789.46630859375,897.3762817382810
2966,785.96484375,895.900146484375
2967,784.4614868164060,894.8239135742190
2968,783.9120483398440,894.4284057617190
2969,784.096923828125,894.48486328125
2970,784.511474609375,894.286865234375
2971,771.9326171875,882.426025390625
2972,753.427490234375,879.1783447265630
2973,740.3641357421880,881.5325927734380
2974,728.55126953125,881.3759155273440
2975,724.4146118164060,882.6503295898440
2976,725.98095703125,882.5678100585940
2977,727.6056518554690,887.2662353515630
2978,727.6257934570310,885.818603515625
2979,731.6773071289060,878.399169921875
2980,748.2564086914060,876.6627807617190
2981,744.8438110351560,876.6900024414060
2982,740.919189453125,876.4031982421880
2983,727.9993896484380,873.4863891601560
2984,724.13818359375,874.9112548828130
2985,708.572021484375,868.0631103515630
2986,705.95849609375,869.57958984375
2987,700.1111450195310,869.950927734375
2988,720.5886840820310,675.0477905273440
2989,720.8692626953130,677.5036010742190
2990,720.6524658203130,677.9125366210940
2991,721.2551879882810,676.7532348632810
2992,721.591552734375,677.5913696289060
2993,721.8900756835940,677.4217529296880
2994,722.8232421875,678.3446044921880
2995,734.8319702148440,841.1541137695310
2996,722.8753662109380,677.0626220703130
2997,723.1742553710940,677.203125
2998,723.69921875,677.192138671875
2999,723.62451171875,676.52587890625
3000,682.467529296875,844.2843627929690
3001,681.7420654296880,843.2890014648440
3002,681.1287841796880,846.191162109375
3003,682.925537109375,846.679931640625
3004,683.8292236328130,846.838623046875
3005,683.8883666992190,848.0228271484380
3006,748.0567626953130,663.3125
3007,752.9558715820310,661.0783081054690
3008,750.497314453125,663.1582641601560
3009,677.0463256835940,849.0877685546880
3010,749.5735473632810,662.8740234375
3011,756.4552001953130,661.3563842773440
3012,768.1533203125,660.2730102539060
3013,643.273681640625,833.0618896484380
3014,632.5106201171880,827.7196655273440
3015,622.4368896484380,821.5997924804690
3016,614.1561279296880,821.9767456054690
3017,608.6373901367190,825.387451171875
3018,600.0741577148440,822.7308349609380
3019,592.6282958984380,824.3329467773440
3020,581.9793701171880,825.527587890625
3021,585.1583862304690,822.9207763671880
3022,591.5232543945310,819.8485717773440
3023,575.5408935546880,820.8889770507810
3024,568.3433837890630,821.4495849609380
3025,562.1019287109380,817.7634887695310
3026,557.3092651367190,815.3453979492190
3027,542.4488525390630,810.9375610351560
3028,530.9892578125,805.0638427734380
3029,531.5350341796880,809.0061645507810
3030,528.3594360351560,812.9633178710940
3031,526.3890380859380,811.9114379882810
3032,519.858154296875,805.9208374023440
3033,517.4186401367190,800.1768798828130
3034,552.302001953125,830.9461059570310
3035,501.9998474121090,759.3792724609380
3036,500.1784362792970,750.6337890625
3037,498.8642578125,821.6908569335940
3038,492.86981201171900,783.6414794921880
3039,484.2142639160160,772.6682739257810
3040,480.95086669921900,722.7052001953130
3041,486.9529113769530,716.5926513671880
3042,497.936279296875,703.3553466796880
3043,510.0464782714840,694.6898193359380
3044,467.4638366699220,721.1577758789060
3045,485.90594482421900,704.8236083984380
3046,486.2371826171880,703.9102783203130
3047,482.0209655761720,706.4886474609380
3048,463.7918395996090,773.4380493164060
3049,487.5362854003910,696.8765258789060
3050,489.4464111328130,697.9965209960940
3051,492.38983154296900,697.8004760742190
3052,491.27593994140600,703.8244018554690
3053,495.1334228515630,696.1495971679690
3054,500.0716552734380,697.7621459960940
3055,479.18963623046900,778.3765258789060
3056,507.61114501953100,719.3038940429690
3057,520.7024536132810,717.829833984375
3058,533.529296875,712.5442504882810
3059,545.8269653320310,701.841552734375
3060,553.4318237304690,694.4049072265630
3061,553.2996215820310,694.4497680664060
3062,553.1382446289060,690.4915771484380
3063,551.195556640625,684.5521850585940
3064,548.6542358398440,678.2806396484380
3065,538.516845703125,674.4721069335940
3066,525.0394897460940,658.0203857421880
3067,519.9793701171880,647.0396728515630
3068,513.61474609375,644.58251953125
3069,530.1677856445310,639.068603515625
3070,500.0623474121090,634.4351196289060
3071,510.7217712402340,633.8067626953130
3072,502.7652893066410,633.4017333984380
3073,497.48162841796900,631.4395751953130
3074,500.5426940917970,631.8392333984380
3075,497.4100646972660,631.2201538085940
3076,500.67822265625,623.875732421875
3077,485.9633483886720,633.3343505859380
3078,483.9726257324220,629.5283203125
3079,485.9678649902340,631.6641235351560
3080,488.9856262207030,636.874755859375
3081,491.6662292480470,636.6964111328130
3082,490.6562805175780,629.1990356445310
3083,488.7435302734380,624.0618286132810
3084,485.4131164550780,621.4636840820310
3085,482.64208984375,618.3821411132810
3086,478.08612060546900,617.7080078125
3087,478.7020568847660,610.2277221679690
3088,456.2694091796880,602.0816040039060
3089,468.1409606933590,591.6788940429690
3090,467.07489013671900,590.294189453125
3091,464.75665283203100,579.4092407226560
3092,469.64410400390600,572.037353515625
3093,490.0943603515630,570.5004272460940
3094,491.6868591308590,567.6209106445310
3095,494.0545654296880,562.9046630859380
3096,493.8861999511720,559.1087036132810
3097,498.2065124511720,553.65283203125
3098,475.9725036621090,548.0899047851560
3099,476.1427917480470,536.188720703125
3100,479.5524597167970,532.9427490234380
3101,483.56536865234400,528.2093505859380
3102,484.7343444824220,523.9013671875
3103,485.25189208984400,519.7197265625
3104,471.43597412109400,506.2231140136720
3105,475.5047607421880,494.2740173339840
3106,480.5909118652340,492.6812438964840
3107,482.5193786621090,490.8193359375
3108,485.5176696777340,488.74078369140600
3109,487.83831787109400,487.8355407714840
3110,498.211669921875,479.900146484375
3111,498.9034729003910,473.60064697265600
3112,486.9359130859380,461.6794128417970
3113,491.62841796875,454.8748779296880
3114,497.11041259765600,456.6854553222660
3115,494.3243103027340,457.6888122558590
3116,487.00396728515600,456.47186279296900
3117,471.3089599609380,456.8554992675780
3118,479.275390625,456.4101867675780
3119,484.9410705566410,455.2326965332030
3120,493.8958740234380,458.14263916015600
3121,466.25677490234400,448.3720397949220
3122,458.57623291015600,443.90032958984400
3123,452.497802734375,436.5803527832030
3124,452.95758056640600,428.84478759765600
3125,459.1300048828130,421.8289489746090
3126,474.960205078125,418.4880065917970
3127,486.2711486816410,415.0862731933590
3128,488.2539978027340,403.39984130859400
3129,491.97406005859400,395.7378845214840
3130,487.5525207519530,381.2640075683590
3131,486.5472106933590,377.68707275390600
3132,495.07537841796900,375.9881286621090
3133,503.44964599609400,373.10089111328100
3134,511.60467529296900,370.3905334472660
3135,516.748779296875,370.1094055175780
3136,521.0852661132810,370.9444274902340
3137,529.1828002929690,371.9618225097660
3138,526.7557983398440,370.8041076660160
3139,530.5853271484380,370.90081787109400
3140,549.7351684570310,386.36517333984400
3141,551.8591918945310,386.3621826171880
3142,556.3792724609380,372.4270324707030
3143,564.4445190429690,363.75238037109400
3144,560.8480834960940,356.1488342285160
3145,548.6619873046880,350.7522888183590
3146,552.9061889648440,335.6109924316410
3147,551.9343872070310,329.66729736328100
3148,550.3302001953130,317.59844970703100
3149,548.0068359375,315.09100341796900
3150,546.8012084960940,315.9716796875
3151,550.045654296875,314.4945983886720
3152,556.2135620117190,314.80010986328100
3153,549.955078125,311.7236022949220
3154,558.1435546875,297.2546691894530
3155,564.0953369140630,294.8315124511720
3156,569.699462890625,291.0847473144530
3157,579.6587524414060,284.7138366699220
3158,578.9926147460940,278.9273681640630
3159,572.5043334960940,273.15875244140600
3160,570.27587890625,262.4578552246090
3161,568.8974609375,259.01751708984400
3162,582.01953125,254.9589385986330
3163,590.529296875,247.9404754638670
3164,595.1798095703130,237.9775848388670
3165,599.022705078125,234.68960571289100
3166,597.790771484375,223.08224487304700
3167,605.459228515625,218.63934326171900
3168,605.5962524414060,218.90550231933600
3169,610.6060791015630,216.86077880859400
3170,617.7906494140630,216.9374542236330
3171,641.8897094726560,243.18499755859400
3172,644.107177734375,246.8810272216800
3173,641.868408203125,195.82241821289100
3174,643.2112426757810,211.39346313476600
3175,645.8251342773440,210.73817443847700
3176,654.8928833007810,200.06829833984400
3177,654.2298583984380,200.50784301757800
3178,661.7996215820310,212.38087463378900
3179,672.0592041015630,211.7089080810550
3180,672.10595703125,213.21112060546900
3181,669.607177734375,214.04408264160200
3182,689.4695434570310,188.90451049804700
3183,701.1087646484380,180.0425262451170
3184,705.5040283203130,179.14846801757800
