scorer,DLC_resnet50_fc_chamber_test_#2Jan19shuffle1_100000,DLC_resnet50_fc_chamber_test_#2Jan19shuffle1_100000,DLC_resnet50_fc_chamber_test_#2Jan19shuffle1_100000,DLC_resnet50_fc_chamber_test_#2Jan19shuffle1_100000,DLC_resnet50_fc_chamber_test_#2Jan19shuffle1_100000,DLC_resnet50_fc_chamber_test_#2Jan19shuffle1_100000,DLC_resnet50_fc_chamber_test_#2Jan19shuffle1_100000,DLC_resnet50_fc_chamber_test_#2Jan19shuffle1_100000,DLC_resnet50_fc_chamber_test_#2Jan19shuffle1_100000,DLC_resnet50_fc_chamber_test_#2Jan19shuffle1_100000,DLC_resnet50_fc_chamber_test_#2Jan19shuffle1_100000,DLC_resnet50_fc_chamber_test_#2Jan19shuffle1_100000
bodyparts,nose,nose,nose,left ear,left ear,left ear,right ear,right ear,right ear,ear center,ear center,ear center
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1090,390.1535949707031,405.067138671875,0.9991692304611206,443.8448181152344,357.0466613769531,0.9970910549163818,377.8888244628906,329.7261047363281,0.9884750843048096,408.9447937011719,343.3287048339844,0.9997265934944153
1091,388.5078430175781,404.5877990722656,0.9995500445365906,443.6551818847656,355.99884033203125,0.9978918433189392,378.4277648925781,329.1574401855469,0.9872495532035828,409.8206481933594,342.37066650390625,0.9997993111610413
1092,386.8257141113281,406.9754638671875,0.9992280006408691,443.77099609375,355.4065246582031,0.9975772500038147,379.4403991699219,328.35821533203125,0.983817458152771,410.2823791503906,341.7945861816406,0.9998356103897095
1093,387.256103515625,408.3747253417969,0.9976328611373901,444.740478515625,357.7771911621094,0.9949637651443481,379.1558532714844,330.28778076171875,0.9881137013435364,410.5075378417969,344.2273864746094,0.9997833371162415
1094,389.6876525878906,410.31866455078125,0.9964470267295837,444.6015319824219,359.7367248535156,0.9943260550498962,379.79864501953125,331.46380615234375,0.992924690246582,410.8401184082031,346.53887939453125,0.9994613528251648
1095,387.8272399902344,409.1994934082031,0.9979985356330872,444.6794738769531,358.8145751953125,0.995664656162262,379.53790283203125,331.577392578125,0.9910019040107727,411.11944580078125,345.4184265136719,0.9996448755264282
1096,387.1512756347656,408.0377197265625,0.9988810420036316,445.277587890625,357.8466796875,0.9952152967453003,379.5489196777344,330.6047668457031,0.9882928729057312,411.5955810546875,344.2389831542969,0.9998083710670471
1097,384.5047607421875,408.6642150878906,0.9985120892524719,444.6362609863281,357.09271240234375,0.9940056800842285,379.1615295410156,329.8807373046875,0.9867119789123535,410.21087646484375,343.4925537109375,0.9998323917388916
1098,381.39312744140625,408.03021240234375,0.9979464411735535,442.99560546875,357.42449951171875,0.9951637983322144,378.9981384277344,329.44378662109375,0.9859215617179871,408.8966369628906,343.1615905761719,0.9998158812522888
1099,381.2337341308594,407.7353210449219,0.9981551766395569,442.4503479003906,357.53582763671875,0.9955366849899292,378.4339599609375,329.3236389160156,0.98533695936203,408.4030456542969,343.0514831542969,0.9998102784156799
1100,380.9538269042969,407.8448486328125,0.9980834722518921,442.0199890136719,357.4087829589844,0.9951816201210022,378.29296875,329.222412109375,0.9860374331474304,407.9815368652344,343.1479187011719,0.999782383441925
1101,383.82464599609375,411.0953369140625,0.9976603984832764,442.32098388671875,357.52838134765625,0.9946855306625366,378.4357604980469,329.404541015625,0.9869095683097839,408.10125732421875,343.3366394042969,0.9997876286506653
1102,383.46368408203125,411.21685791015625,0.9974510073661804,442.3005065917969,357.5533447265625,0.9947957396507263,378.5120544433594,329.697265625,0.9874739646911621,408.1604309082031,343.67431640625,0.99977046251297
1103,383.1279296875,411.4283142089844,0.9977093935012817,442.99273681640625,357.813720703125,0.9940140843391418,378.7500305175781,329.9656982421875,0.9880471229553223,408.399169921875,344.2335510253906,0.999744713306427
1104,378.9272155761719,408.771728515625,0.9986703395843506,443.7378234863281,357.62225341796875,0.9945585131645203,379.6978759765625,329.6923828125,0.9866659045219421,409.46868896484375,344.41925048828125,0.9997878670692444
1105,362.0650329589844,414.606201171875,0.9992783665657043,433.6043701171875,372.2847595214844,0.9953363537788391,378.470947265625,335.9375,0.9958457350730896,404.6474914550781,352.9244384765625,0.9999029636383057
1106,350.7032470703125,425.6962890625,0.9971885085105896,420.7500305175781,382.5209655761719,0.996502161026001,372.4875793457031,349.0976867675781,0.99861741065979,397.0709533691406,365.9798583984375,0.9994012117385864
1107,351.4167175292969,429.466064453125,0.9991402626037598,412.9482116699219,393.5140380859375,0.9945480227470398,364.7090148925781,359.70758056640625,0.9973742961883545,386.9587707519531,376.0544128417969,0.999832272529602
1108,343.1205749511719,434.1484069824219,0.999242901802063,404.9660949707031,406.34967041015625,0.9984579086303711,358.9853210449219,367.6372375488281,0.9985719919204712,382.1817626953125,385.95526123046875,0.9997875094413757
1109,343.5960388183594,445.5935974121094,0.9973258972167969,399.13934326171875,415.7920837402344,0.998167872428894,354.645263671875,378.5752868652344,0.9981176853179932,376.253173828125,397.8136291503906,0.9994196891784668
1110,335.8488464355469,457.90606689453125,0.9976964592933655,393.1610107421875,430.0644226074219,0.9892003536224365,350.16888427734375,390.4410095214844,0.9955517649650574,373.0704345703125,409.3546142578125,0.9998177886009216
1111,328.3553466796875,464.75543212890625,0.9978171586990356,390.3570861816406,441.6386413574219,0.9765986204147339,342.822509765625,400.4339904785156,0.9952698349952698,366.969482421875,419.3951721191406,0.9999504089355469
1112,310.6496276855469,461.07916259765625,0.9903627038002014,384.0030517578125,449.2251281738281,0.9956672191619873,341.62481689453125,407.1397399902344,0.9959069490432739,365.0020446777344,427.9490051269531,0.9988706707954407
1113,297.30316162109375,466.48968505859375,0.9771841764450073,379.6656188964844,456.1558532714844,0.9943260550498962,338.78448486328125,411.9846496582031,0.9969422221183777,359.8048400878906,433.9122619628906,0.9997599720954895
1114,297.6191711425781,471.27972412109375,0.996015727519989,382.5703125,459.50457763671875,0.9894682765007019,339.7015686035156,414.9658508300781,0.9971544742584229,363.69744873046875,436.67010498046875,0.9997914433479309
1115,294.306396484375,478.60009765625,0.9979509711265564,378.2166748046875,460.84735107421875,0.9866286516189575,338.7381896972656,416.3746337890625,0.9966816306114197,361.897216796875,438.9010925292969,0.9995442032814026
1116,291.1781005859375,479.27276611328125,0.9991315007209778,374.2122802734375,463.0580749511719,0.9941564798355103,334.46636962890625,414.8712158203125,0.988582968711853,356.14886474609375,438.802734375,0.9998680353164673
1117,287.62042236328125,472.05218505859375,0.9988755583763123,373.49053955078125,464.5650634765625,0.9964715242385864,340.6660461425781,414.4105224609375,0.9938024282455444,359.985107421875,439.678466796875,0.999237060546875
1118,285.238525390625,470.09295654296875,0.9991840720176697,373.0365905761719,465.24652099609375,0.994520902633667,342.00445556640625,413.9809875488281,0.9932639598846436,361.21630859375,441.3623962402344,0.9993273019790649
1119,284.7294921875,469.2106018066406,0.9985384941101074,373.0608825683594,463.50189208984375,0.9926697015762329,342.8748779296875,411.8507080078125,0.9902406930923462,361.13421630859375,439.522216796875,0.9996156692504883
1120,285.3465270996094,458.1244201660156,0.9944697618484497,373.2948913574219,457.3277587890625,0.97282874584198,340.34466552734375,405.7878723144531,0.9957150816917419,359.0428771972656,431.524658203125,0.9998364448547363
1121,287.1988220214844,457.1529846191406,0.9973946809768677,371.8099670410156,453.9476318359375,0.9940252900123596,339.1907653808594,403.9386291503906,0.9971099495887756,358.9620056152344,429.5040283203125,0.9997207522392273
1122,289.117431640625,459.53851318359375,0.9925963878631592,372.0614013671875,452.49688720703125,0.9943668246269226,338.5090026855469,403.8915100097656,0.9974741339683533,358.06451416015625,428.0059814453125,0.9997621178627014
1123,288.95989990234375,462.3923645019531,0.9948412775993347,370.0433654785156,454.4190979003906,0.9940921664237976,337.7624206542969,404.8840637207031,0.9969556331634521,356.49853515625,429.86444091796875,0.9994895458221436
1124,288.444091796875,462.5999755859375,0.9961918592453003,369.4358825683594,455.15484619140625,0.9904736876487732,337.7896728515625,405.9794616699219,0.996604323387146,355.8942565917969,431.451904296875,0.9997807145118713
1125,288.6779479980469,462.322265625,0.9964759945869446,370.9502258300781,455.2431640625,0.9934608936309814,338.3442687988281,405.69805908203125,0.9966145157814026,356.8798828125,430.79327392578125,0.9997820258140564
1126,287.9898986816406,460.6278076171875,0.9962618947029114,373.16644287109375,453.81170654296875,0.9874199032783508,339.2448425292969,405.5725402832031,0.996938943862915,358.67608642578125,429.69940185546875,0.9996058344841003
1127,288.0709228515625,461.79986572265625,0.9953495860099792,370.9232177734375,454.8612060546875,0.99498051404953,338.3085021972656,405.63909912109375,0.9964888095855713,356.80535888671875,430.6864318847656,0.9997608065605164
1128,287.3630065917969,462.7123718261719,0.9938763976097107,366.9225158691406,454.423095703125,0.9937196969985962,337.8500061035156,405.5675048828125,0.995712161064148,355.00494384765625,431.21343994140625,0.9997615218162537
1129,286.9433898925781,462.9079284667969,0.9958763122558594,366.21868896484375,456.63616943359375,0.9912193417549133,338.35504150390625,406.73822021484375,0.9954675436019897,355.49310302734375,432.6273193359375,0.9998859167098999
1130,286.1565246582031,462.608154296875,0.9946768283843994,367.14154052734375,457.97540283203125,0.9911077618598938,338.9556579589844,408.4253234863281,0.9925999641418457,355.4627685546875,434.45135498046875,0.9999287128448486
1131,285.82745361328125,461.97100830078125,0.9935044050216675,373.5979309082031,457.8121032714844,0.9754503965377808,341.6423645019531,406.3310546875,0.987606942653656,360.1906433105469,432.2069091796875,0.9997314810752869
1132,285.5069580078125,462.02947998046875,0.9858188033103943,373.9017028808594,457.6121826171875,0.9865552186965942,342.70001220703125,405.7129821777344,0.982944667339325,360.6426696777344,431.8211975097656,0.999710738658905
1133,286.4541015625,460.13641357421875,0.9921791553497314,374.1877746582031,457.7701721191406,0.9858434796333313,343.1310729980469,405.384521484375,0.9747014045715332,361.2743225097656,431.8147888183594,0.9995075464248657
1134,286.54754638671875,459.9171142578125,0.9932782053947449,374.0562744140625,457.90093994140625,0.9823814034461975,344.5875549316406,406.5466003417969,0.9701341986656189,361.37957763671875,432.0379638671875,0.9993601441383362
1135,285.3023986816406,460.20086669921875,0.9872320890426636,373.49267578125,457.88934326171875,0.986761212348938,343.1340637207031,404.7584533691406,0.9784892797470093,360.52117919921875,431.7521057128906,0.999626874923706
1136,282.6185607910156,460.4872131347656,0.9856734275817871,372.8476257324219,458.2696533203125,0.9825592041015625,340.98541259765625,405.1668395996094,0.9876304268836975,359.0851135253906,432.464599609375,0.999785840511322
1137,284.89434814453125,469.4156799316406,0.9989506006240845,374.5263366699219,461.79791259765625,0.9668144583702087,341.65234375,407.52349853515625,0.9759900569915771,361.05743408203125,436.5835266113281,0.9997358918190002
1138,284.00286865234375,474.5379638671875,0.9919568300247192,369.1721496582031,463.94232177734375,0.9969256520271301,340.10943603515625,413.1336364746094,0.9195277690887451,357.9958190917969,439.87213134765625,0.9995403289794922
1139,281.7789611816406,471.6050720214844,0.9962198138237,365.88165283203125,464.7115783691406,0.9908251166343689,339.189453125,412.2599182128906,0.9408929347991943,355.45709228515625,439.7114562988281,0.9996645450592041
1140,278.6878356933594,469.8457336425781,0.9982731342315674,366.0863037109375,465.34307861328125,0.9914613962173462,338.5025939941406,408.1961669921875,0.9494073987007141,354.6146240234375,439.3300476074219,0.9996854066848755
1141,277.3787536621094,475.32623291015625,0.9875069856643677,364.4253234863281,465.16302490234375,0.9851416349411011,336.4472351074219,407.6577453613281,0.9715431928634644,352.74932861328125,438.54150390625,0.9998230338096619
1142,275.846435546875,481.3951110839844,0.9925681352615356,364.5605163574219,467.8564147949219,0.983124852180481,334.7535095214844,410.0118408203125,0.9348235130310059,352.5145568847656,441.75079345703125,0.9993910789489746
1143,275.1514587402344,482.308349609375,0.9979729056358337,363.2103576660156,469.7194519042969,0.9707596898078918,333.8319396972656,412.71722412109375,0.924689769744873,350.9308166503906,442.93341064453125,0.9991856217384338
1144,274.1468200683594,483.88018798828125,0.9982960820198059,362.5118408203125,471.3809814453125,0.9556702971458435,332.7237548828125,413.9133605957031,0.9319403767585754,349.87896728515625,444.3416442871094,0.9987332224845886
1145,278.8251647949219,486.67230224609375,0.995212197303772,364.8941650390625,468.4216613769531,0.9711998701095581,330.85565185546875,413.9503479003906,0.9557417035102844,350.0162353515625,442.1282653808594,0.9994574189186096
1146,288.01531982421875,484.23919677734375,0.9997959733009338,371.47576904296875,464.03094482421875,0.992061972618103,330.501220703125,412.1354064941406,0.9833542704582214,351.7076416015625,438.1086730957031,0.999961256980896
1147,295.22344970703125,482.31280517578125,0.9983686804771423,378.2048034667969,462.2511901855469,0.9808841943740845,333.0240478515625,410.0923156738281,0.9900505542755127,356.6748046875,434.3199157714844,0.999967098236084
1148,307.3194274902344,469.0562744140625,0.9994718432426453,383.4273376464844,457.531005859375,0.995500385761261,335.50567626953125,404.72479248046875,0.994202196598053,361.14642333984375,427.6253662109375,0.9995991587638855
1149,330.2235412597656,470.3855285644531,0.9991562366485596,390.7511291503906,446.7988586425781,0.995473325252533,333.9291687011719,403.148681640625,0.9978620409965515,362.68377685546875,420.86285400390625,0.9998177886009216
1150,342.63739013671875,463.26129150390625,0.9980183839797974,391.19427490234375,439.37005615234375,0.9974192380905151,333.3690185546875,402.4396667480469,0.9992994070053101,362.92852783203125,416.0883483886719,0.9998612403869629
1151,349.92254638671875,461.6070556640625,0.9930042624473572,392.1970520019531,433.829833984375,0.9960798621177673,334.19140625,403.89898681640625,0.9996403455734253,363.2856750488281,414.3059997558594,0.9997294545173645
1152,353.8082580566406,454.67169189453125,0.9901964664459229,396.0928039550781,430.3959045410156,0.9948155283927917,336.1551208496094,405.494384765625,0.999554455280304,366.74884033203125,413.3222351074219,0.9991692304611206
1153,356.8694763183594,458.20001220703125,0.9942082166671753,396.2748718261719,429.8375244140625,0.9949272871017456,337.64739990234375,406.10882568359375,0.9996615648269653,366.3618469238281,412.5085144042969,0.9994331002235413
1154,356.3564453125,466.6414489746094,0.9993025064468384,396.7530517578125,436.21014404296875,0.9967798590660095,339.53656005859375,409.2265625,0.9995802044868469,366.98602294921875,419.0709228515625,0.9999040365219116
1155,356.4168701171875,470.4580078125,0.998909592628479,396.5346984863281,439.5206604003906,0.9972877502441406,341.5216979980469,411.6602478027344,0.9989948868751526,366.948486328125,423.287841796875,0.9999136924743652
1156,358.90838623046875,474.7049560546875,0.9981765747070312,399.94122314453125,441.6291198730469,0.99814772605896,344.6087951660156,415.3646240234375,0.9993671774864197,371.2874755859375,424.84228515625,0.9998123049736023
1157,360.17169189453125,473.4116516113281,0.9984771609306335,401.3389892578125,442.5894470214844,0.997928261756897,343.6429138183594,416.90185546875,0.9994006156921387,372.3027648925781,426.2003173828125,0.9998327493667603
1158,360.31207275390625,473.6888732910156,0.9982325434684753,401.6113586425781,443.2215881347656,0.9976100921630859,344.14508056640625,417.4825744628906,0.9994691014289856,372.7389831542969,426.64227294921875,0.9998266100883484
1159,360.62939453125,473.6623229980469,0.9979467988014221,401.2496643066406,442.5661926269531,0.9981964230537415,345.0370178222656,417.2234191894531,0.9994982481002808,372.7010192871094,426.4696960449219,0.999836802482605
1160,351.8597717285156,465.1180419921875,0.9993751645088196,401.2879638671875,441.0068359375,0.9984801411628723,345.1813659667969,410.4627380371094,0.9988327622413635,373.82891845703125,421.9290466308594,0.9998921155929565
1161,353.8714599609375,449.3768310546875,0.9913486838340759,397.8263244628906,439.7012634277344,0.9970101118087769,345.41424560546875,402.3262634277344,0.9993166923522949,373.8749694824219,416.0160217285156,0.9998495578765869
1162,357.8049011230469,445.9753112792969,0.9941233992576599,405.2290954589844,437.7267150878906,0.9984580278396606,350.145263671875,397.82470703125,0.9993840456008911,376.9294738769531,411.8343200683594,0.9993085861206055
1163,357.5861511230469,444.5623779296875,0.9946883916854858,405.6974792480469,437.3231506347656,0.997983455657959,351.6471252441406,395.2704162597656,0.9984056353569031,379.0047302246094,410.4926452636719,0.9990760087966919
1164,358.2453308105469,445.3693542480469,0.9913903474807739,407.6219787597656,437.1289367675781,0.9952865242958069,354.1329650878906,397.6751708984375,0.9991642236709595,380.6046447753906,411.49285888671875,0.9990552067756653
1165,358.2524719238281,444.8719787597656,0.9795499444007874,410.2107238769531,438.36944580078125,0.9811925888061523,354.0679016113281,399.3005676269531,0.9994248151779175,382.7325439453125,411.63970947265625,0.9989306330680847
1166,359.538330078125,447.2820739746094,0.9601821303367615,411.6227111816406,437.3564147949219,0.9797813892364502,353.251708984375,402.0061950683594,0.9996111989021301,382.1336669921875,412.9229431152344,0.9994441866874695
1167,387.0754089355469,453.29595947265625,0.9959940910339355,416.30914306640625,415.5352478027344,0.9990143775939941,354.21600341796875,401.85797119140625,0.9996436834335327,384.8299255371094,405.5646057128906,0.9999696016311646
1168,407.44921875,453.6814880371094,0.9983271956443787,425.04315185546875,408.860107421875,0.9979573488235474,364.271728515625,407.2425231933594,0.9993032217025757,393.23992919921875,407.3855285644531,0.9998302459716797
1169,416.8017578125,452.6938781738281,0.9989719390869141,431.2720947265625,408.9161376953125,0.9973835349082947,371.7920227050781,412.0593566894531,0.9978691339492798,399.9331970214844,410.0747375488281,0.999733030796051
1170,421.207275390625,452.96343994140625,0.9984256029129028,431.87890625,409.1053771972656,0.9985958933830261,373.9928894042969,413.8675231933594,0.9980674386024475,401.0150146484375,411.0321044921875,0.9998830556869507
1171,426.77392578125,453.27069091796875,0.9926576018333435,436.6371765136719,408.0804443359375,0.9987465143203735,378.3711242675781,415.1476135253906,0.998856782913208,404.9112243652344,411.66217041015625,0.9998788833618164
1172,427.062744140625,454.87872314453125,0.997014045715332,439.1277770996094,408.962646484375,0.9984997510910034,381.7884216308594,415.920166015625,0.9986506104469299,408.2673034667969,411.9189453125,0.9991660118103027
1173,426.0675964355469,455.77899169921875,0.9930412769317627,443.05108642578125,409.6885681152344,0.9985981583595276,384.6709289550781,415.72979736328125,0.9992365837097168,413.01568603515625,412.1695251464844,0.9993765950202942
1174,431.1025390625,454.28515625,0.9975656270980835,443.3624572753906,407.95733642578125,0.9986454844474792,384.521484375,414.3005676269531,0.9988746047019958,413.5712890625,410.3767395019531,0.9991897940635681
1175,440.6340026855469,454.7456359863281,0.9981223940849304,448.062744140625,401.2819519042969,0.9965724945068359,390.46722412109375,414.95123291015625,0.9979588985443115,418.5867004394531,408.03826904296875,0.9998680353164673
1176,449.4300842285156,456.1858825683594,0.9994373917579651,453.7349853515625,399.0272521972656,0.9955849647521973,394.9652099609375,417.6743469238281,0.9989653825759888,422.62255859375,409.7126159667969,0.9996334314346313
1177,456.64886474609375,456.8809814453125,0.9987756609916687,458.2237243652344,397.88873291015625,0.9967128038406372,400.9147644042969,420.2763977050781,0.998731791973114,428.5975341796875,410.82073974609375,0.9989628791809082
1178,473.21673583984375,456.20306396484375,0.9978693723678589,460.9665832519531,395.94775390625,0.9956596493721008,411.0052795410156,428.7432861328125,0.9928818941116333,436.0666198730469,414.3334655761719,0.9997468590736389
1179,488.4424743652344,460.9847106933594,0.9973637461662292,469.9726257324219,395.86651611328125,0.9959436058998108,421.8897705078125,435.79449462890625,0.9966975450515747,445.7138977050781,419.0127868652344,0.9994901418685913
1180,494.3417053222656,471.7499084472656,0.9977484345436096,479.1379699707031,400.3379821777344,0.9924259185791016,432.07220458984375,439.23162841796875,0.9959130883216858,456.2306213378906,423.71527099609375,0.9994484782218933
1181,505.8233642578125,473.6802062988281,0.9926261305809021,488.950439453125,404.36688232421875,0.9979598522186279,444.12554931640625,445.4299011230469,0.9872008562088013,467.7877502441406,426.9101867675781,0.9996562004089355
1182,521.527587890625,476.73553466796875,0.9934593439102173,501.04669189453125,409.4028625488281,0.9974483251571655,456.4519958496094,448.40545654296875,0.9925145506858826,479.9242248535156,432.716796875,0.9987633228302002
1183,535.729248046875,476.7685546875,0.9989330172538757,511.76416015625,414.5167541503906,0.9974815249443054,467.8028869628906,456.07012939453125,0.9958939552307129,492.03631591796875,436.5820617675781,0.9994969367980957
1184,542.1849365234375,480.52410888671875,0.9968811273574829,524.7830200195312,418.27496337890625,0.9975396394729614,479.51708984375,459.51397705078125,0.9942848086357117,502.9548034667969,440.0662841796875,0.9994482398033142
1185,556.0491943359375,491.85894775390625,0.9963085055351257,531.4890747070312,423.5415344238281,0.9991658926010132,490.6651306152344,469.15789794921875,0.9966015815734863,513.35986328125,446.9700927734375,0.9993308782577515
1186,561.668212890625,496.6352233886719,0.9995173215866089,540.26513671875,429.93609619140625,0.9872833490371704,501.2339172363281,477.0213623046875,0.9973107576370239,522.2601928710938,454.3170471191406,0.9990662932395935
1187,572.7083740234375,505.67987060546875,0.9867470264434814,550.0084838867188,437.4477233886719,0.9972906708717346,511.4184875488281,482.261962890625,0.9980732202529907,532.3687744140625,462.1729431152344,0.9996799230575562
1188,589.0040283203125,511.24884033203125,0.9957724213600159,561.8157348632812,443.18292236328125,0.9904612898826599,524.7567138671875,490.1431579589844,0.995927631855011,545.1654052734375,466.1874084472656,0.9997584223747253
1189,603.468017578125,515.072021484375,0.9990574717521667,575.5399780273438,452.9339904785156,0.9964858293533325,536.8794555664062,494.6804504394531,0.9967440366744995,557.4664916992188,473.7950439453125,0.9982603192329407
1190,612.868896484375,518.6568603515625,0.9993841648101807,581.671142578125,458.6741638183594,0.996514618396759,543.2128295898438,504.78973388671875,0.998113751411438,563.6893920898438,481.8705749511719,0.9996771812438965
1191,618.1535034179688,524.5156860351562,0.996669352054596,588.5333862304688,463.0393981933594,0.9896059036254883,555.0438842773438,509.6654357910156,0.990747332572937,574.201416015625,486.6748962402344,0.9992133378982544
1192,624.4348754882812,531.96484375,0.9996695518493652,598.19091796875,468.34637451171875,0.99825519323349,563.8379516601562,514.8510131835938,0.9984486103057861,582.1666870117188,494.2099914550781,0.9998288154602051
1193,634.79736328125,531.7322998046875,0.9996178150177002,605.0162963867188,469.3376159667969,0.9974683523178101,569.8651733398438,516.8226318359375,0.9952728152275085,590.17919921875,494.8526611328125,0.997391939163208
1194,657.876708984375,524.8506469726562,0.9988961219787598,615.7440185546875,466.6568298339844,0.997880220413208,585.3327026367188,517.454833984375,0.9955611228942871,601.8729858398438,494.3815002441406,0.9996672868728638
1195,672.3052978515625,526.1292114257812,0.9988320469856262,630.71826171875,470.5731201171875,0.9980732202529907,602.5617065429688,522.7391357421875,0.9970494508743286,617.1515502929688,497.5559997558594,0.9990639090538025
1196,691.8411254882812,527.0157470703125,0.9988954067230225,651.571533203125,469.8502197265625,0.8745757341384888,624.767822265625,522.6954345703125,0.9988246560096741,639.3124389648438,494.52288818359375,0.9993638396263123
1197,703.2301025390625,521.716796875,0.9967052340507507,665.1727294921875,471.5877380371094,0.9695985317230225,643.6011962890625,526.2824096679688,0.9994454979896545,655.6393432617188,495.18194580078125,0.9993683695793152
1198,707.8558349609375,519.1641235351562,0.9989001750946045,676.5928955078125,472.8787536621094,0.9945911169052124,652.70166015625,526.2498779296875,0.9983174800872803,666.6074829101562,500.3944396972656,0.9995347261428833
1199,712.1211547851562,521.0629272460938,0.9965415596961975,687.2466430664062,471.0794982910156,0.9946902990341187,659.6902465820312,526.0150146484375,0.99970942735672,675.5906982421875,497.72674560546875,0.9998666048049927
1200,714.2464599609375,521.8967895507812,0.9967353940010071,688.8753662109375,475.61163330078125,0.9956116080284119,657.8941040039062,526.1759643554688,0.9995085000991821,675.8680419921875,499.35333251953125,0.9998785257339478
1201,726.9320068359375,525.3880004882812,0.9986261129379272,694.4176635742188,479.521728515625,0.9979732632637024,665.322509765625,529.4359130859375,0.9992565512657166,680.772705078125,505.5440673828125,0.9989142417907715
1202,730.1644287109375,525.8695678710938,0.9981960654258728,697.8886108398438,481.5046081542969,0.9972043633460999,670.2105102539062,531.8057861328125,0.9991557598114014,684.6799926757812,507.8804931640625,0.9980644583702087
1203,729.4074096679688,522.1248168945312,0.9975171089172363,695.7819213867188,478.99322509765625,0.997778594493866,670.927001953125,530.5933837890625,0.9992647767066956,683.8434448242188,505.7334899902344,0.9988331198692322
1204,731.1748657226562,521.7113037109375,0.997747004032135,693.3416137695312,475.03240966796875,0.9977498650550842,669.8861694335938,526.4036865234375,0.9976567029953003,682.3568725585938,501.9611511230469,0.9994611144065857
1205,731.2073364257812,521.6585693359375,0.997005045413971,694.6959228515625,470.0539245605469,0.9980432987213135,669.2142333984375,524.6176147460938,0.9981688261032104,682.5411987304688,497.0357360839844,0.9992184638977051
1206,732.3758544921875,514.4595336914062,0.9940690994262695,693.879638671875,466.9117431640625,0.9988180994987488,673.2332153320312,523.7193603515625,0.9993429780006409,683.2468872070312,494.2058410644531,0.9991514682769775
1207,736.27685546875,511.9760437011719,0.9942189455032349,698.9443359375,469.08380126953125,0.9960291385650635,681.7559204101562,523.039794921875,0.9980584979057312,691.1862182617188,495.2865295410156,0.9998416900634766
1208,733.8829956054688,514.9595947265625,0.9936696887016296,701.08740234375,470.2597351074219,0.9968156218528748,682.0718994140625,523.5062255859375,0.9986257553100586,692.5656127929688,494.99029541015625,0.9998084902763367
1209,730.967041015625,519.447998046875,0.9962869882583618,704.7386474609375,476.6697082519531,0.9937605261802673,679.7986450195312,526.496337890625,0.9995492100715637,691.7789916992188,499.36065673828125,0.9999524354934692
1210,730.4659423828125,519.7643432617188,0.9970454573631287,705.3321533203125,478.8507080078125,0.9970134496688843,681.5147705078125,528.479248046875,0.9992237091064453,691.377197265625,502.0811462402344,0.999889612197876
1211,730.257080078125,518.5321044921875,0.9982695579528809,707.430419921875,481.7124328613281,0.9992707371711731,680.7852172851562,529.263427734375,0.9993657469749451,693.1305541992188,506.0392150878906,0.9997771382331848
1212,729.8240966796875,518.82470703125,0.9983293414115906,706.6386108398438,482.3419189453125,0.9993321299552917,679.3284301757812,529.8899536132812,0.9995595812797546,691.7499389648438,507.07421875,0.999824583530426
1213,732.1710205078125,518.8477172851562,0.9961456060409546,707.9859619140625,481.08514404296875,0.9987710118293762,681.0391235351562,528.3904418945312,0.9988956451416016,693.782958984375,506.037109375,0.9997492432594299
1214,740.6813354492188,518.7459106445312,0.9985641837120056,709.69482421875,474.9808349609375,0.9972752928733826,685.8326416015625,526.4404907226562,0.9975384473800659,697.9185180664062,500.66339111328125,0.9997957348823547
1215,747.0473022460938,521.395751953125,0.9983023405075073,713.6077270507812,474.7455139160156,0.994098424911499,690.4072265625,526.5006103515625,0.999261200428009,701.4991455078125,499.7647399902344,0.9996552467346191
1216,750.9962158203125,523.0764770507812,0.9975739121437073,718.8805541992188,479.9270324707031,0.9977763295173645,695.8519287109375,534.322998046875,0.9984782338142395,707.8565673828125,506.9770202636719,0.9999003410339355
1217,752.688232421875,544.4431762695312,0.9920172691345215,723.4509887695312,493.5574951171875,0.9984771609306335,697.1237182617188,548.7706298828125,0.9975699782371521,710.2636108398438,520.6139526367188,0.9998778104782104
1218,755.064697265625,552.5353393554688,0.9976521134376526,727.853271484375,497.3049011230469,0.9983874559402466,696.8690795898438,554.0767822265625,0.9970530271530151,713.3734130859375,527.5297241210938,0.9997503161430359
1219,754.9317016601562,553.3373413085938,0.9985472559928894,731.0542602539062,496.2279357910156,0.9963502883911133,698.1094970703125,547.7715454101562,0.9976557493209839,715.5819702148438,523.404296875,0.998264491558075
1220,748.4315185546875,563.989990234375,0.9993807077407837,735.8070678710938,498.5452880859375,0.9962452054023743,696.07080078125,546.1539306640625,0.9978959560394287,716.9786987304688,523.0870971679688,0.9972473978996277
1221,745.7495727539062,580.9935913085938,0.994779109954834,739.4248657226562,504.7018127441406,0.9942843317985535,695.3991088867188,553.0607299804688,0.9975415468215942,719.5474243164062,529.2046508789062,0.9994974136352539
1222,756.6231689453125,589.8775024414062,0.998146653175354,750.048095703125,516.6787719726562,0.9555013179779053,703.5111083984375,561.6298217773438,0.9972125887870789,728.208984375,537.9295654296875,0.998067319393158
